date,tipo_de_cambio,tasa_interes,inflacion
1997-03-07,8,8,24
1997-03-07,8,24,8
1997-03-07,8,24,24
1997-03-10,7,7,7
1997-03-10,7,7,23
1997-03-10,7,23,7
1997-03-10,7,23,23
1997-03-11,7,7,7
1997-03-11,7,7,24
1997-03-11,7,24,7
1997-03-11,7,24,24
1997-03-12,7,7,7
1997-03-12,7,7,24
1997-03-12,7,24,7
1997-03-12,7,24,24
1997-03-13,7,7,7
1997-03-13,7,7,25
1997-03-13,7,25,7
1997-03-13,7,25,25
1997-03-14,7,7,7
1997-03-14,7,7,25
1997-03-14,7,25,7
1997-03-14,7,25,25
1997-03-17,7,7,7
1997-03-17,7,7,24
1997-03-17,7,24,7
1997-03-17,7,24,24
1997-03-18,7,7,7
1997-03-18,7,7,24
1997-03-18,7,24,7
1997-03-18,7,24,24
1997-03-19,7,7,7
1997-03-19,7,7,23
1997-03-19,7,23,7
1997-03-19,7,23,23
1997-03-20,7,7,7
1997-03-20,7,7,23
1997-03-20,7,23,7
1997-03-20,7,23,23
1997-03-24,7,7,7
1997-03-24,7,7,23
1997-03-24,7,23,7
1997-03-24,7,23,23
1997-03-25,7,7,7
1997-03-25,7,7,22
1997-03-25,7,22,7
1997-03-25,7,22,22
1997-03-26,7,7,7
1997-03-26,7,7,22
1997-03-26,7,22,7
1997-03-26,7,22,22
1997-03-31,7,7,7
1997-03-31,7,7,22
1997-03-31,7,22,7
1997-03-31,7,22,22
1997-04-01,7,7,7
1997-04-01,7,7,23
1997-04-01,7,23,7
1997-04-01,7,23,23
1997-04-02,7,7,7
1997-04-02,7,7,23
1997-04-02,7,23,7
1997-04-02,7,23,23
1997-04-03,7,7,7
1997-04-03,7,7,25
1997-04-03,7,25,7
1997-04-03,7,25,25
1997-04-04,7,7,7
1997-04-04,7,7,25
1997-04-04,7,25,7
1997-04-04,7,25,25
1997-04-07,7,7,7
1997-04-07,7,7,25
1997-04-07,7,25,7
1997-04-07,7,25,25
1997-04-08,7,7,7
1997-04-08,7,7,25
1997-04-08,7,25,7
1997-04-08,7,25,25
1997-04-09,7,7,7
1997-04-09,7,7,24
1997-04-09,7,24,7
1997-04-09,7,24,24
1997-04-10,7,7,7
1997-04-10,7,7,25
1997-04-10,7,25,7
1997-04-10,7,25,25
1997-04-11,7,7,7
1997-04-11,7,7,25
1997-04-11,7,25,7
1997-04-11,7,25,25
1997-04-14,7,7,7
1997-04-14,7,7,25
1997-04-14,7,25,7
1997-04-14,7,25,25
1997-04-15,7,7,7
1997-04-15,7,7,25
1997-04-15,7,25,7
1997-04-15,7,25,25
1997-04-16,7,7,7
1997-04-16,7,7,25
1997-04-16,7,25,7
1997-04-16,7,25,25
1997-04-17,7,7,7
1997-04-17,7,7,25
1997-04-17,7,25,7
1997-04-17,7,25,25
1997-04-18,7,7,7
1997-04-18,7,7,26
1997-04-18,7,26,7
1997-04-18,7,26,26
1997-04-21,7,7,7
1997-04-21,7,7,23
1997-04-21,7,23,7
1997-04-21,7,23,23
1997-04-22,7,7,7
1997-04-22,7,7,22
1997-04-22,7,22,7
1997-04-22,7,22,22
1997-04-23,7,7,7
1997-04-23,7,7,22
1997-04-23,7,22,7
1997-04-23,7,22,22
1997-04-24,7,7,7
1997-04-24,7,7,21
1997-04-24,7,21,7
1997-04-24,7,21,21
1997-04-25,7,7,7
1997-04-25,7,7,21
1997-04-25,7,21,7
1997-04-25,7,21,21
1997-04-28,7,7,7
1997-04-28,7,7,21
1997-04-28,7,21,7
1997-04-28,7,21,21
1997-04-29,7,7,7
1997-04-29,7,7,21
1997-04-29,7,21,7
1997-04-29,7,21,21
1997-04-30,7,7,7
1997-04-30,7,7,21
1997-04-30,7,21,7
1997-04-30,7,21,21
1997-05-02,7,7,7
1997-05-02,7,7,20
1997-05-02,7,20,7
1997-05-02,7,20,20
1997-05-06,7,7,7
1997-05-06,7,7,20
1997-05-06,7,20,7
1997-05-06,7,20,20
1997-05-07,7,7,7
1997-05-07,7,7,20
1997-05-07,7,20,7
1997-05-07,7,20,20
1997-05-08,7,7,7
1997-05-08,7,7,20
1997-05-08,7,20,7
1997-05-08,7,20,20
1997-05-09,7,7,7
1997-05-09,7,7,21
1997-05-09,7,21,7
1997-05-09,7,21,21
1997-05-12,7,7,7
1997-05-12,7,7,20
1997-05-12,7,20,7
1997-05-12,7,20,20
1997-05-13,7,7,7
1997-05-13,7,7,21
1997-05-13,7,21,7
1997-05-13,7,21,21
1997-05-14,7,7,7
1997-05-14,7,7,21
1997-05-14,7,21,7
1997-05-14,7,21,21
1997-05-15,7,7,7
1997-05-15,7,7,21
1997-05-15,7,21,7
1997-05-15,7,21,21
1997-05-16,7,7,7
1997-05-16,7,7,20
1997-05-16,7,20,7
1997-05-16,7,20,20
1997-05-19,7,7,7
1997-05-19,7,7,20
1997-05-19,7,20,7
1997-05-19,7,20,20
1997-05-20,7,7,7
1997-05-20,7,7,20
1997-05-20,7,20,7
1997-05-20,7,20,20
1997-05-21,7,7,7
1997-05-21,7,7,20
1997-05-21,7,20,7
1997-05-21,7,20,20
1997-05-22,7,7,7
1997-05-22,7,7,20
1997-05-22,7,20,7
1997-05-22,7,20,20
1997-05-23,7,7,7
1997-05-23,7,7,20
1997-05-23,7,20,7
1997-05-23,7,20,20
1997-05-26,7,7,7
1997-05-26,7,7,19
1997-05-26,7,19,7
1997-05-26,7,19,19
1997-05-27,7,7,7
1997-05-27,7,7,20
1997-05-27,7,20,7
1997-05-27,7,20,20
1997-05-28,7,7,7
1997-05-28,7,7,20
1997-05-28,7,20,7
1997-05-28,7,20,20
1997-05-29,7,7,7
1997-05-29,7,7,20
1997-05-29,7,20,7
1997-05-29,7,20,20
1997-05-30,7,7,7
1997-05-30,7,7,20
1997-05-30,7,20,7
1997-05-30,7,20,20
1997-06-02,7,7,7
1997-06-02,7,7,20
1997-06-02,7,20,7
1997-06-02,7,20,20
1997-06-03,7,7,7
1997-06-03,7,7,20
1997-06-03,7,20,7
1997-06-03,7,20,20
1997-06-04,7,7,7
1997-06-04,7,7,21
1997-06-04,7,21,7
1997-06-04,7,21,21
1997-06-05,7,7,7
1997-06-05,7,7,22
1997-06-05,7,22,7
1997-06-05,7,22,22
1997-06-06,7,7,7
1997-06-06,7,7,22
1997-06-06,7,22,7
1997-06-06,7,22,22
1997-06-09,7,7,7
1997-06-09,7,7,23
1997-06-09,7,23,7
1997-06-09,7,23,23
1997-06-10,7,7,7
1997-06-10,7,7,23
1997-06-10,7,23,7
1997-06-10,7,23,23
1997-06-11,7,7,7
1997-06-11,7,7,22
1997-06-11,7,22,7
1997-06-11,7,22,22
1997-06-12,7,7,7
1997-06-12,7,7,22
1997-06-12,7,22,7
1997-06-12,7,22,22
1997-06-13,7,7,7
1997-06-13,7,7,22
1997-06-13,7,22,7
1997-06-13,7,22,22
1997-06-16,7,7,7
1997-06-16,7,7,22
1997-06-16,7,22,7
1997-06-16,7,22,22
1997-06-17,7,7,7
1997-06-17,7,7,22
1997-06-17,7,22,7
1997-06-17,7,22,22
1997-06-18,7,7,7
1997-06-18,7,7,22
1997-06-18,7,22,7
1997-06-18,7,22,22
1997-06-19,7,7,7
1997-06-19,7,7,22
1997-06-19,7,22,7
1997-06-19,7,22,22
1997-06-20,7,7,7
1997-06-20,7,7,22
1997-06-20,7,22,7
1997-06-20,7,22,22
1997-06-23,7,7,7
1997-06-23,7,7,22
1997-06-23,7,22,7
1997-06-23,7,22,22
1997-06-24,7,7,7
1997-06-24,7,7,23
1997-06-24,7,23,7
1997-06-24,7,23,23
1997-06-25,7,7,7
1997-06-25,7,7,23
1997-06-25,7,23,7
1997-06-25,7,23,23
1997-06-26,7,7,7
1997-06-26,7,7,22
1997-06-26,7,22,7
1997-06-26,7,22,22
1997-06-27,7,7,7
1997-06-27,7,7,23
1997-06-27,7,23,7
1997-06-27,7,23,23
1997-06-30,7,7,7
1997-06-30,7,7,23
1997-06-30,7,23,7
1997-06-30,7,23,23
1997-07-01,7,7,7
1997-07-01,7,7,23
1997-07-01,7,23,7
1997-07-01,7,23,23
1997-07-02,7,7,7
1997-07-02,7,7,22
1997-07-02,7,22,7
1997-07-02,7,22,22
1997-07-03,7,7,7
1997-07-03,7,7,21
1997-07-03,7,21,7
1997-07-03,7,21,21
1997-07-04,7,7,7
1997-07-04,7,7,21
1997-07-04,7,21,7
1997-07-04,7,21,21
1997-07-07,7,7,7
1997-07-07,7,7,20
1997-07-07,7,20,7
1997-07-07,7,20,20
1997-07-08,7,7,7
1997-07-08,7,7,20
1997-07-08,7,20,7
1997-07-08,7,20,20
1997-07-09,7,7,7
1997-07-09,7,7,19
1997-07-09,7,19,7
1997-07-09,7,19,19
1997-07-10,7,7,7
1997-07-10,7,7,19
1997-07-10,7,19,7
1997-07-10,7,19,19
1997-07-11,7,7,7
1997-07-11,7,7,19
1997-07-11,7,19,7
1997-07-11,7,19,19
1997-07-14,7,7,7
1997-07-14,7,7,19
1997-07-14,7,19,7
1997-07-14,7,19,19
1997-07-15,7,7,7
1997-07-15,7,7,20
1997-07-15,7,20,7
1997-07-15,7,20,20
1997-07-16,7,7,7
1997-07-16,7,7,20
1997-07-16,7,20,7
1997-07-16,7,20,20
1997-07-17,7,7,7
1997-07-17,7,7,20
1997-07-17,7,20,7
1997-07-17,7,20,20
1997-07-18,7,7,7
1997-07-18,7,7,20
1997-07-18,7,20,7
1997-07-18,7,20,20
1997-07-21,7,7,7
1997-07-21,7,7,20
1997-07-21,7,20,7
1997-07-21,7,20,20
1997-07-22,7,7,7
1997-07-22,7,7,20
1997-07-22,7,20,7
1997-07-22,7,20,20
1997-07-23,7,7,7
1997-07-23,7,7,20
1997-07-23,7,20,7
1997-07-23,7,20,20
1997-07-24,7,7,7
1997-07-24,7,7,19
1997-07-24,7,19,7
1997-07-24,7,19,19
1997-07-25,7,7,7
1997-07-25,7,7,19
1997-07-25,7,19,7
1997-07-25,7,19,19
1997-07-28,7,7,7
1997-07-28,7,7,19
1997-07-28,7,19,7
1997-07-28,7,19,19
1997-07-29,7,7,7
1997-07-29,7,7,19
1997-07-29,7,19,7
1997-07-29,7,19,19
1997-07-30,7,7,7
1997-07-30,7,7,19
1997-07-30,7,19,7
1997-07-30,7,19,19
1997-07-31,7,7,7
1997-07-31,7,7,20
1997-07-31,7,20,7
1997-07-31,7,20,20
1997-08-01,7,7,7
1997-08-01,7,7,20
1997-08-01,7,20,7
1997-08-01,7,20,20
1997-08-04,7,7,7
1997-08-04,7,7,20
1997-08-04,7,20,7
1997-08-04,7,20,20
1997-08-05,7,7,7
1997-08-05,7,7,20
1997-08-05,7,20,7
1997-08-05,7,20,20
1997-08-06,7,7,7
1997-08-06,7,7,20
1997-08-06,7,20,7
1997-08-06,7,20,20
1997-08-07,7,7,7
1997-08-07,7,7,19
1997-08-07,7,19,7
1997-08-07,7,19,19
1997-08-08,7,7,7
1997-08-08,7,7,20
1997-08-08,7,20,7
1997-08-08,7,20,20
1997-08-11,7,7,7
1997-08-11,7,7,20
1997-08-11,7,20,7
1997-08-11,7,20,20
1997-08-12,7,7,7
1997-08-12,7,7,20
1997-08-12,7,20,7
1997-08-12,7,20,20
1997-08-13,7,7,7
1997-08-13,7,7,20
1997-08-13,7,20,7
1997-08-13,7,20,20
1997-08-14,7,7,7
1997-08-14,7,7,20
1997-08-14,7,20,7
1997-08-14,7,20,20
1997-08-15,7,7,7
1997-08-15,7,7,20
1997-08-15,7,20,7
1997-08-15,7,20,20
1997-08-18,7,7,7
1997-08-18,7,7,20
1997-08-18,7,20,7
1997-08-18,7,20,20
1997-08-19,7,7,7
1997-08-19,7,7,20
1997-08-19,7,20,7
1997-08-19,7,20,20
1997-08-20,7,7,7
1997-08-20,7,7,20
1997-08-20,7,20,7
1997-08-20,7,20,20
1997-08-21,7,7,7
1997-08-21,7,7,20
1997-08-21,7,20,7
1997-08-21,7,20,20
1997-08-22,7,7,7
1997-08-22,7,7,20
1997-08-22,7,20,7
1997-08-22,7,20,20
1997-08-25,7,7,7
1997-08-25,7,7,20
1997-08-25,7,20,7
1997-08-25,7,20,20
1997-08-26,7,7,7
1997-08-26,7,7,20
1997-08-26,7,20,7
1997-08-26,7,20,20
1997-08-27,7,7,7
1997-08-27,7,7,21
1997-08-27,7,21,7
1997-08-27,7,21,21
1997-08-28,7,7,7
1997-08-28,7,7,21
1997-08-28,7,21,7
1997-08-28,7,21,21
1997-08-29,7,7,7
1997-08-29,7,7,21
1997-08-29,7,21,7
1997-08-29,7,21,21
1997-09-02,7,7,7
1997-09-02,7,7,21
1997-09-02,7,21,7
1997-09-02,7,21,21
1997-09-03,7,7,7
1997-09-03,7,7,20
1997-09-03,7,20,7
1997-09-03,7,20,20
1997-09-04,7,7,7
1997-09-04,7,7,20
1997-09-04,7,20,7
1997-09-04,7,20,20
1997-09-05,7,7,7
1997-09-05,7,7,21
1997-09-05,7,21,7
1997-09-05,7,21,21
1997-09-08,7,7,7
1997-09-08,7,7,20
1997-09-08,7,20,7
1997-09-08,7,20,20
1997-09-09,7,7,7
1997-09-09,7,7,20
1997-09-09,7,20,7
1997-09-09,7,20,20
1997-09-10,7,7,7
1997-09-10,7,7,20
1997-09-10,7,20,7
1997-09-10,7,20,20
1997-09-11,7,7,7
1997-09-11,7,7,20
1997-09-11,7,20,7
1997-09-11,7,20,20
1997-09-12,7,7,7
1997-09-12,7,7,20
1997-09-12,7,20,7
1997-09-12,7,20,20
1997-09-15,7,7,7
1997-09-15,7,7,20
1997-09-15,7,20,7
1997-09-15,7,20,20
1997-09-17,7,7,7
1997-09-17,7,7,20
1997-09-17,7,20,7
1997-09-17,7,20,20
1997-09-18,7,7,7
1997-09-18,7,7,19
1997-09-18,7,19,7
1997-09-18,7,19,19
1997-09-19,7,7,7
1997-09-19,7,7,20
1997-09-19,7,20,7
1997-09-19,7,20,20
1997-09-22,7,7,7
1997-09-22,7,7,20
1997-09-22,7,20,7
1997-09-22,7,20,20
1997-09-23,7,7,7
1997-09-23,7,7,20
1997-09-23,7,20,7
1997-09-23,7,20,20
1997-09-24,7,7,7
1997-09-24,7,7,18
1997-09-24,7,18,7
1997-09-24,7,18,18
1997-09-25,7,7,7
1997-09-25,7,7,18
1997-09-25,7,18,7
1997-09-25,7,18,18
1997-09-26,7,7,7
1997-09-26,7,7,18
1997-09-26,7,18,7
1997-09-26,7,18,18
1997-09-29,7,7,7
1997-09-29,7,7,18
1997-09-29,7,18,7
1997-09-29,7,18,18
1997-09-30,7,7,7
1997-09-30,7,7,19
1997-09-30,7,19,7
1997-09-30,7,19,19
1997-10-01,7,7,7
1997-10-01,7,7,17
1997-10-01,7,17,7
1997-10-01,7,17,17
1997-10-02,7,7,7
1997-10-02,7,7,17
1997-10-02,7,17,7
1997-10-02,7,17,17
1997-10-03,7,7,7
1997-10-03,7,7,18
1997-10-03,7,18,7
1997-10-03,7,18,18
1997-10-06,7,7,7
1997-10-06,7,7,17
1997-10-06,7,17,7
1997-10-06,7,17,17
1997-10-07,7,7,7
1997-10-07,7,7,18
1997-10-07,7,18,7
1997-10-07,7,18,18
1997-10-08,7,7,7
1997-10-08,7,7,18
1997-10-08,7,18,7
1997-10-08,7,18,18
1997-10-09,7,7,7
1997-10-09,7,7,19
1997-10-09,7,19,7
1997-10-09,7,19,19
1997-10-10,7,7,7
1997-10-10,7,7,19
1997-10-10,7,19,7
1997-10-10,7,19,19
1997-10-13,7,7,7
1997-10-13,7,7,20
1997-10-13,7,20,7
1997-10-13,7,20,20
1997-10-14,7,7,7
1997-10-14,7,7,19
1997-10-14,7,19,7
1997-10-14,7,19,19
1997-10-15,7,7,7
1997-10-15,7,7,19
1997-10-15,7,19,7
1997-10-15,7,19,19
1997-10-16,7,7,7
1997-10-16,7,7,19
1997-10-16,7,19,7
1997-10-16,7,19,19
1997-10-17,7,7,7
1997-10-17,7,7,19
1997-10-17,7,19,7
1997-10-17,7,19,19
1997-10-20,7,7,7
1997-10-20,7,7,19
1997-10-20,7,19,7
1997-10-20,7,19,19
1997-10-21,7,7,7
1997-10-21,7,7,18
1997-10-21,7,18,7
1997-10-21,7,18,18
1997-10-22,7,7,7
1997-10-22,7,7,18
1997-10-22,7,18,7
1997-10-22,7,18,18
1997-10-23,7,7,7
1997-10-23,7,7,18
1997-10-23,7,18,7
1997-10-23,7,18,18
1997-10-24,7,7,7
1997-10-24,7,7,19
1997-10-24,7,19,7
1997-10-24,7,19,19
1997-10-27,8,8,8
1997-10-27,8,8,20
1997-10-27,8,20,8
1997-10-27,8,20,20
1997-10-28,8,8,8
1997-10-28,8,8,22
1997-10-28,8,22,8
1997-10-28,8,22,22
1997-10-29,8,8,8
1997-10-29,8,8,24
1997-10-29,8,24,8
1997-10-29,8,24,24
1997-10-30,8,8,8
1997-10-30,8,8,21
1997-10-30,8,21,8
1997-10-30,8,21,21
1997-10-31,8,8,8
1997-10-31,8,8,23
1997-10-31,8,23,8
1997-10-31,8,23,23
1997-11-03,8,8,8
1997-11-03,8,8,24
1997-11-03,8,24,8
1997-11-03,8,24,24
1997-11-04,8,8,8
1997-11-04,8,8,22
1997-11-04,8,22,8
1997-11-04,8,22,22
1997-11-05,8,8,8
1997-11-05,8,8,21
1997-11-05,8,21,8
1997-11-05,8,21,21
1997-11-06,8,8,8
1997-11-06,8,8,20
1997-11-06,8,20,8
1997-11-06,8,20,20
1997-11-07,8,8,8
1997-11-07,8,8,21
1997-11-07,8,21,8
1997-11-07,8,21,21
1997-11-10,8,8,8
1997-11-10,8,8,22
1997-11-10,8,22,8
1997-11-10,8,22,22
1997-11-11,8,8,8
1997-11-11,8,8,22
1997-11-11,8,22,8
1997-11-11,8,22,22
1997-11-12,8,8,8
1997-11-12,8,8,23
1997-11-12,8,23,8
1997-11-12,8,23,23
1997-11-13,8,8,8
1997-11-13,8,8,23
1997-11-13,8,23,8
1997-11-13,8,23,23
1997-11-14,8,8,8
1997-11-14,8,8,23
1997-11-14,8,23,8
1997-11-14,8,23,23
1997-11-17,8,8,8
1997-11-17,8,8,23
1997-11-17,8,23,8
1997-11-17,8,23,23
1997-11-18,8,8,8
1997-11-18,8,8,22
1997-11-18,8,22,8
1997-11-18,8,22,22
1997-11-19,8,8,8
1997-11-19,8,8,22
1997-11-19,8,22,8
1997-11-19,8,22,22
1997-11-21,8,8,8
1997-11-21,8,8,22
1997-11-21,8,22,8
1997-11-21,8,22,22
1997-11-24,8,8,8
1997-11-24,8,8,21
1997-11-24,8,21,8
1997-11-24,8,21,21
1997-11-25,8,8,8
1997-11-25,8,8,21
1997-11-25,8,21,8
1997-11-25,8,21,21
1997-11-26,8,8,8
1997-11-26,8,8,22
1997-11-26,8,22,8
1997-11-26,8,22,22
1997-11-27,8,8,8
1997-11-27,8,8,21
1997-11-27,8,21,8
1997-11-27,8,21,21
1997-11-28,8,8,8
1997-11-28,8,8,20
1997-11-28,8,20,8
1997-11-28,8,20,20
1997-12-01,8,8,8
1997-12-01,8,8,20
1997-12-01,8,20,8
1997-12-01,8,20,20
1997-12-02,8,8,8
1997-12-02,8,8,20
1997-12-02,8,20,8
1997-12-02,8,20,20
1997-12-03,8,8,8
1997-12-03,8,8,20
1997-12-03,8,20,8
1997-12-03,8,20,20
1997-12-04,8,8,8
1997-12-04,8,8,19
1997-12-04,8,19,8
1997-12-04,8,19,19
1997-12-05,8,8,8
1997-12-05,8,8,20
1997-12-05,8,20,8
1997-12-05,8,20,20
1997-12-08,8,8,8
1997-12-08,8,8,20
1997-12-08,8,20,8
1997-12-08,8,20,20
1997-12-09,8,8,8
1997-12-09,8,8,20
1997-12-09,8,20,8
1997-12-09,8,20,20
1997-12-10,8,8,8
1997-12-10,8,8,20
1997-12-10,8,20,8
1997-12-10,8,20,20
1997-12-11,8,8,8
1997-12-11,8,8,21
1997-12-11,8,21,8
1997-12-11,8,21,21
1997-12-15,8,8,8
1997-12-15,8,8,21
1997-12-15,8,21,8
1997-12-15,8,21,21
1997-12-16,8,8,8
1997-12-16,8,8,20
1997-12-16,8,20,8
1997-12-16,8,20,20
1997-12-17,8,8,8
1997-12-17,8,8,19
1997-12-17,8,19,8
1997-12-17,8,19,19
1997-12-18,8,8,8
1997-12-18,8,8,19
1997-12-18,8,19,8
1997-12-18,8,19,19
1997-12-19,8,8,8
1997-12-19,8,8,19
1997-12-19,8,19,8
1997-12-19,8,19,19
1997-12-22,8,8,8
1997-12-22,8,8,20
1997-12-22,8,20,8
1997-12-22,8,20,20
1997-12-23,8,8,8
1997-12-23,8,8,20
1997-12-23,8,20,8
1997-12-23,8,20,20
1997-12-24,8,8,8
1997-12-24,8,8,20
1997-12-24,8,20,8
1997-12-24,8,20,20
1997-12-26,8,8,8
1997-12-26,8,8,20
1997-12-26,8,20,8
1997-12-26,8,20,20
1997-12-29,8,8,8
1997-12-29,8,8,20
1997-12-29,8,20,8
1997-12-29,8,20,20
1997-12-30,8,8,8
1997-12-30,8,8,20
1997-12-30,8,20,8
1997-12-30,8,20,20
1997-12-31,8,8,8
1997-12-31,8,8,20
1997-12-31,8,20,8
1997-12-31,8,20,20
1998-01-02,8,8,8
1998-01-02,8,8,20
1998-01-02,8,20,8
1998-01-02,8,20,20
1998-01-05,8,8,8
1998-01-05,8,8,19
1998-01-05,8,19,8
1998-01-05,8,19,19
1998-01-06,8,8,8
1998-01-06,8,8,19
1998-01-06,8,19,8
1998-01-06,8,19,19
1998-01-07,8,8,8
1998-01-07,8,8,19
1998-01-07,8,19,8
1998-01-07,8,19,19
1998-01-08,8,8,8
1998-01-08,8,8,19
1998-01-08,8,19,8
1998-01-08,8,19,19
1998-01-09,8,8,8
1998-01-09,8,8,19
1998-01-09,8,19,8
1998-01-09,8,19,19
1998-01-12,8,8,8
1998-01-12,8,8,19
1998-01-12,8,19,8
1998-01-12,8,19,19
1998-01-13,8,8,8
1998-01-13,8,8,20
1998-01-13,8,20,8
1998-01-13,8,20,20
1998-01-14,8,8,8
1998-01-14,8,8,20
1998-01-14,8,20,8
1998-01-14,8,20,20
1998-01-15,8,8,8
1998-01-15,8,8,19
1998-01-15,8,19,8
1998-01-15,8,19,19
1998-01-16,8,8,8
1998-01-16,8,8,20
1998-01-16,8,20,8
1998-01-16,8,20,20
1998-01-19,8,8,8
1998-01-19,8,8,19
1998-01-19,8,19,8
1998-01-19,8,19,19
1998-01-20,8,8,8
1998-01-20,8,8,19
1998-01-20,8,19,8
1998-01-20,8,19,19
1998-01-21,8,8,8
1998-01-21,8,8,19
1998-01-21,8,19,8
1998-01-21,8,19,19
1998-01-22,8,8,8
1998-01-22,8,8,19
1998-01-22,8,19,8
1998-01-22,8,19,19
1998-01-23,8,8,8
1998-01-23,8,8,19
1998-01-23,8,19,8
1998-01-23,8,19,19
1998-01-26,8,8,8
1998-01-26,8,8,19
1998-01-26,8,19,8
1998-01-26,8,19,19
1998-01-27,8,8,8
1998-01-27,8,8,19
1998-01-27,8,19,8
1998-01-27,8,19,19
1998-01-28,8,8,8
1998-01-28,8,8,19
1998-01-28,8,19,8
1998-01-28,8,19,19
1998-01-29,8,8,8
1998-01-29,8,8,19
1998-01-29,8,19,8
1998-01-29,8,19,19
1998-01-30,8,8,8
1998-01-30,8,8,19
1998-01-30,8,19,8
1998-01-30,8,19,19
1998-02-02,8,8,8
1998-02-02,8,8,19
1998-02-02,8,19,8
1998-02-02,8,19,19
1998-02-03,8,8,8
1998-02-03,8,8,19
1998-02-03,8,19,8
1998-02-03,8,19,19
1998-02-04,8,8,8
1998-02-04,8,8,19
1998-02-04,8,19,8
1998-02-04,8,19,19
1998-02-06,8,8,8
1998-02-06,8,8,19
1998-02-06,8,19,8
1998-02-06,8,19,19
1998-02-09,8,8,8
1998-02-09,8,8,19
1998-02-09,8,19,8
1998-02-09,8,19,19
1998-02-10,8,8,8
1998-02-10,8,8,20
1998-02-10,8,20,8
1998-02-10,8,20,20
1998-02-11,8,8,8
1998-02-11,8,8,20
1998-02-11,8,20,8
1998-02-11,8,20,20
1998-02-12,8,8,8
1998-02-12,8,8,20
1998-02-12,8,20,8
1998-02-12,8,20,20
1998-02-13,8,8,8
1998-02-13,8,8,20
1998-02-13,8,20,8
1998-02-13,8,20,20
1998-02-16,8,8,8
1998-02-16,8,8,20
1998-02-16,8,20,8
1998-02-16,8,20,20
1998-02-17,8,8,8
1998-02-17,8,8,20
1998-02-17,8,20,8
1998-02-17,8,20,20
1998-02-18,8,8,8
1998-02-18,8,8,20
1998-02-18,8,20,8
1998-02-18,8,20,20
1998-02-19,8,8,8
1998-02-19,8,8,20
1998-02-19,8,20,8
1998-02-19,8,20,20
1998-02-20,8,8,8
1998-02-20,8,8,20
1998-02-20,8,20,8
1998-02-20,8,20,20
1998-02-23,8,8,8
1998-02-23,8,8,20
1998-02-23,8,20,8
1998-02-23,8,20,20
1998-02-24,8,8,8
1998-02-24,8,8,21
1998-02-24,8,21,8
1998-02-24,8,21,21
1998-02-25,8,8,8
1998-02-25,8,8,21
1998-02-25,8,21,8
1998-02-25,8,21,21
1998-02-26,8,8,8
1998-02-26,8,8,21
1998-02-26,8,21,8
1998-02-26,8,21,21
1998-02-27,8,8,8
1998-02-27,8,8,21
1998-02-27,8,21,8
1998-02-27,8,21,21
1998-03-02,8,8,8
1998-03-02,8,8,20
1998-03-02,8,20,8
1998-03-02,8,20,20
1998-03-03,8,8,8
1998-03-03,8,8,20
1998-03-03,8,20,8
1998-03-03,8,20,20
1998-03-04,8,8,8
1998-03-04,8,8,20
1998-03-04,8,20,8
1998-03-04,8,20,20
1998-03-05,8,8,8
1998-03-05,8,8,20
1998-03-05,8,20,8
1998-03-05,8,20,20
1998-03-06,8,8,8
1998-03-06,8,8,20
1998-03-06,8,20,8
1998-03-06,8,20,20
1998-03-09,8,8,8
1998-03-09,8,8,20
1998-03-09,8,20,8
1998-03-09,8,20,20
1998-03-10,8,8,8
1998-03-10,8,8,20
1998-03-10,8,20,8
1998-03-10,8,20,20
1998-03-11,8,8,8
1998-03-11,8,8,20
1998-03-11,8,20,8
1998-03-11,8,20,20
1998-03-12,8,8,8
1998-03-12,8,8,21
1998-03-12,8,21,8
1998-03-12,8,21,21
1998-03-13,8,8,8
1998-03-13,8,8,22
1998-03-13,8,22,8
1998-03-13,8,22,22
1998-03-16,8,8,8
1998-03-16,8,8,22
1998-03-16,8,22,8
1998-03-16,8,22,22
1998-03-17,8,8,8
1998-03-17,8,8,23
1998-03-17,8,23,8
1998-03-17,8,23,23
1998-03-18,8,8,8
1998-03-18,8,8,23
1998-03-18,8,23,8
1998-03-18,8,23,23
1998-03-19,8,8,8
1998-03-19,8,8,22
1998-03-19,8,22,8
1998-03-19,8,22,22
1998-03-20,8,8,8
1998-03-20,8,8,22
1998-03-20,8,22,8
1998-03-20,8,22,22
1998-03-23,8,8,8
1998-03-23,8,8,22
1998-03-23,8,22,8
1998-03-23,8,22,22
1998-03-24,8,8,8
1998-03-24,8,8,21
1998-03-24,8,21,8
1998-03-24,8,21,21
1998-03-25,8,8,8
1998-03-25,8,8,21
1998-03-25,8,21,8
1998-03-25,8,21,21
1998-03-26,8,8,8
1998-03-26,8,8,21
1998-03-26,8,21,8
1998-03-26,8,21,21
1998-03-27,8,8,8
1998-03-27,8,8,21
1998-03-27,8,21,8
1998-03-27,8,21,21
1998-03-30,8,8,8
1998-03-30,8,8,21
1998-03-30,8,21,8
1998-03-30,8,21,21
1998-03-31,8,8,8
1998-03-31,8,8,21
1998-03-31,8,21,8
1998-03-31,8,21,21
1998-04-01,8,8,8
1998-04-01,8,8,21
1998-04-01,8,21,8
1998-04-01,8,21,21
1998-04-02,8,8,8
1998-04-02,8,8,21
1998-04-02,8,21,8
1998-04-02,8,21,21
1998-04-03,8,8,8
1998-04-03,8,8,21
1998-04-03,8,21,8
1998-04-03,8,21,21
